,ID,Name,Other Name,Category,Score,TDSHV,Bookmarks,Reviews,LOD,Price Range,Location,Location 2,Address,URL
67,r738289,昌哥廚房,CHEONG GOR KITCHEN,"['Guangdong', 'Hong Kong Style']",N/A,[],53,N/A,"['1', '0', '0']",$51-100,Mei Foo,Mei Foo,"Shop 27, Podium, Block 11, Mei Foo Sun Chuen, 8-11 Broadway Street, Mei Foo",https://www.openrice.com/en/hongkong/r-cheong-gor-kitchen-mei-foo-hong-kong-style-r738289
68,r490606,Moore Cake Shop,,"['Hong Kong Style', 'Bakery']",3,"['20', '30', '30', '30', '20']",80,9 Reviews,"['3', '3', '1']",Below $50,Mei Foo,Mei Foo,"Shop N42, Phase 6, Mei Foo Sun Cheun, Mei Foo",https://www.openrice.com/en/hongkong/r-moore-cake-shop-mei-foo-hong-kong-style-bakery-r490606
69,r757024,香港(甜品)冰室,Hong Kong Restaurant,['Hong Kong Style'],N/A,[],41,N/A,"['1', '1', '0']",$51-100,Mei Foo,Mei Foo,"Shop 74B,C,D,E, Mei Foo Sun Chuen, 6-8 Glee Path, Mei Foo",https://www.openrice.com/en/hongkong/r-hong-kong-restaurant-mei-foo-hong-kong-style-r757024
70,r171157,回味茶餐廳,,"['Hong Kong Style', 'Tea Restaurant']",3.5,"['30', '30', '30', '30', '30']",211,14 Reviews,"['5', '3', '0']",$51-100,Mei Foo,Mei Foo,"Shop No.23A, Glee Path, Broadway Street, Mei Foo Sun Chuen Phase 3, Mei Foo",https://www.openrice.com/en/hongkong/r-%E5%9B%9E%E5%91%B3%E8%8C%B6%E9%A4%90%E5%BB%B3-mei-foo-hong-kong-style-r171157
71,-r11401,點點綠,Green Dot Dot,['International'],4,"['40', '30', '30', '40', '30']",26,7 Reviews,"['5', '1', '0']",Below $50,Mei Foo,Mei Foo,"Shop MEF1, Mei Foo MTR Station, Mei Foo",https://www.openrice.com/en/hongkong/r-green-dot-dot-mei-foo-international-r11401
72,a-r2749,必勝客,Pizza Hut,"['Italian', 'Pizza']",3.5,"['30', '30', '30', '30', '30']",177,19 Reviews,"['7', '6', '3']",$101-200,Mei Foo,Mei Foo,"Shop N5, G/F, 7A Nassau Street, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-pizza-hut-mei-foo-italian-pizza-r2749
73,r574775,貢茶 (吉利徑),Gong Cha (Glee Path),"['Taiwan', 'Taiwanese Drink']",N/A,[],385,N/A,"['1', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop 50B9, G/F, 19 Glee Path, Mei Foo",https://www.openrice.com/en/hongkong/r-gong-cha-mei-foo-taiwan-taiwanese-drink-r574775
74,r467761,星巴克咖啡,Starbucks Coffee,"['American', 'Salad', 'Cake', 'Coffee Shop']",4,"['40', '40', '40', '40', '30']",290,4 Reviews,"['4', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop N84A, 1/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",https://www.openrice.com/en/hongkong/r-starbucks-coffee-mei-foo-american-salad-r467761
75,r518486,凱施餅店,Hoixe Cake Shop,"['Hong Kong Style', 'Bakery']",N/A,[],23,N/A,"['1', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop 72, G/F, Phase 3, Mei Foo Sun Chuen, 23B Glee Path, Mei Foo",https://www.openrice.com/en/hongkong/r-hoixe-cake-shop-mei-foo-hong-kong-style-bakery-r518486
76,r638420,包點先生,Bao Dim Sin Seng,"['Hong Kong Style', 'Chinese Buns']",N/A,[],61,N/A,"['1', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop 12, G/F, 1-12 Broadway Street, Mei Foo Sun Chuen Stage 1, Mei Foo",https://www.openrice.com/en/hongkong/r-bao-dim-sin-seng-mei-foo-hong-kong-style-chinese-buns-r638420
77,-r11992,美味小廚茶餐廳,May May Restaurant,"['Hong Kong Style', 'Tea Restaurant']",3,"['20', '20', '20', '30', '30']",103,12 Reviews,"['1', '8', '2']",Below $50,Mei Foo,Mei Foo,"Shop C, G/F, 25 Broadway Street, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-may-may-restaurant-mei-foo-hong-kong-style-r11992
78,-r21812,善福堂,Sin Fok Tong Herbal Tea,"['Guangdong', 'Herbal Tea']",3.5,"['30', '30', '20', '30', '30']",43,6 Reviews,"['4', '1', '1']",Below $50,Mei Foo,Mei Foo,美孚美孚新邨第4期商場92號B舖,https://www.openrice.com/en/hongkong/r-sin-fok-tong-herbal-tea-mei-foo-guangdong-herbal-tea-r21812
79,r626121,菲爾斯曲奇專賣店,Mrs. Fields Cookies,"['Western', 'Cake', 'Chocolate/Candy Shop']",N/A,[],42,N/A,"['1', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop MEF 104, Mei Foo MTR Station, Mei Foo",https://www.openrice.com/en/hongkong/r-mrs-fields-cookies-mei-foo-western-cake-r626121
80,-r22201,包餃店,Dumping Shop,"['Hong Kong Style', 'Wonton/Dumpling', 'Chinese Buns', 'Snack Shop & Deli']",2.5,"['20', '20', '20', '20', '20']",72,6 Reviews,"['2', '1', '1']",Below $50,Mei Foo,Mei Foo,"Shop 96, Mei Foo Sun Chuen Stage 4, Mei Foo",https://www.openrice.com/en/hongkong/r-dumping-shop-mei-foo-hong-kong-style-chinese-buns-r22201
81,y-r9246,美心西餅,Maxim's Cake Shop,"['Hong Kong Style', 'Bakery']",3.5,"['30', '30', '30', '30', '30']",95,69 Reviews,"['37', '14', '1']",Below $50,Mei Foo,Mei Foo,"Shop 3, Mei Foo MTR Station, Mei Foo",https://www.openrice.com/en/hongkong/r-maxims-cake-shop-mei-foo-hong-kong-style-bakery-r9246
82,r613879,絕味,Juewei,"['Hunan', 'Snack Shop & Deli']",N/A,[],56,N/A,"['1', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop MEF113, Mei Foo MTR Station, Mei Foo",https://www.openrice.com/en/hongkong/r-juewei-mei-foo-hunan-r613879
83,-r31363,128特式小食店,,['Hong Kong Style'],3.5,"['30', '20', '40', '30', '50']",76,4 Reviews,"['2', '0', '0']",Below $50,Mei Foo,Mei Foo,美孚美孚新邨第一期平台,https://www.openrice.com/en/hongkong/r-128%E7%89%B9%E5%BC%8F%E5%B0%8F%E9%A3%9F%E5%BA%97-mei-foo-hong-kong-style-r31363
84,r694287,Honey Bakery,,"['Hong Kong Style', 'Bakery']",N/A,[],16,N/A,"['0', '1', '0']",Below $50,Mei Foo,Mei Foo,"Shop 107-108, 1/F, Nob Hill Square, 8 King Lai Path, Mei Foo",https://www.openrice.com/en/hongkong/r-honey-bakery-mei-foo-hong-kong-style-bakery-r694287
85,-r15273,味味佳餐廳,,"['Hong Kong Style', 'Tea Restaurant', 'Food Wise Eateries']",3,"['30', '20', '30', '20', '30']",217,35 Reviews,"['12', '12', '6']",Below $50,Mei Foo,Mei Foo,"G/F, 21 Glee Path, Mei Foo Sun Chuen Stage 2, Mei Foo",https://www.openrice.com/en/hongkong/r-%E5%91%B3%E5%91%B3%E4%BD%B3%E9%A4%90%E5%BB%B3-mei-foo-hong-kong-style-r15273
86,-r23638,美興燒臘,,"['Hong Kong Style', 'Chinese BBQ']",3.5,"['30', '20', '30', '20', '30']",114,9 Reviews,"['6', '2', '0']",Below $50,Mei Foo,Mei Foo,"Shop 48B, 11 Glee Path, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-%E7%BE%8E%E8%88%88%E7%87%92%E8%87%98-mei-foo-hong-kong-style-chinese-bbq-r23638
87,-r75404,美心西餅,Maxim's Cake Shop,"['Hong Kong Style', 'Bakery']",3.5,"['30', '30', '30', '30', '30']",43,13 Reviews,"['5', '2', '0']",Below $50,Mei Foo,Mei Foo,"Shop N75, G/F, Mount Sterling Mall,  Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-maxims-cake-shop-mei-foo-hong-kong-style-bakery-r75404
88,-r31427,吉星至素食小食,,"['Guangdong', 'Vegetarian']",N/A,[],41,N/A,"['0', '1', '1']",Below $50,Mei Foo,Mei Foo,"G/F, Mei Foo Sun Chuen, 48A Glee Path, Mei Foo",https://www.openrice.com/en/hongkong/r-%E5%90%89%E6%98%9F%E8%87%B3%E7%B4%A0%E9%A3%9F%E5%B0%8F%E9%A3%9F-mei-foo-guangdong-vegetarian-r31427
89,r731641,譚仔雲南米線,Tamjai Yunnan Mixian,"['Yunnan', 'Noodles/Rice Noodles']",N/A,[],93,N/A,"['1', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop 105B, 1/F, Manhattan Mid-Town, 1 Po Lun Street, Mei Foo",https://www.openrice.com/en/hongkong/r-tamjai-yunnan-mixian-mei-foo-yunnan-noodles-rice-noodles-r731641
90,-r39710,鴻福堂,Hung Fook Tong,"['Guangdong', 'Herbal Tea', 'Herbal Cuisine']",3.5,"['30', '30', '30', '30', '30']",59,10 Reviews,"['5', '4', '1']",Below $50,Mei Foo,Mei Foo,"Shop 11, Mei Foo MTR Station, Mei Foo",https://www.openrice.com/en/hongkong/r-hung-fook-tong-mei-foo-guangdong-herbal-tea-r39710
91,-r76272,陽光麵包西餅,Sunny Boulangerie et Patisserie,"['Hong Kong Style', 'Bakery']",N/A,[],28,N/A,"['0', '1', '0']",Below $50,Mei Foo,Mei Foo,"Shop C2, 85 Broadway Street, Mei Foo Sun Cheun, Mei Foo",https://www.openrice.com/en/hongkong/r-sunny-boulangerie-et-patisserie-mei-foo-hong-kong-style-bakery-r76272
92,-r21266,荔苑茶餐廳,,"['Hong Kong Style', 'Tea Restaurant']",2,"['10', '20', '20', '20', '10']",98,19 Reviews,"['0', '5', '9']",Below $50,Mei Foo,Mei Foo,"Shop 116, 1/F, Nob Hill Household Centre, 8 King Lai Path, Mei Foo",https://www.openrice.com/en/hongkong/r-%E8%8D%94%E8%8B%91%E8%8C%B6%E9%A4%90%E5%BB%B3-mei-foo-hong-kong-style-r21266
93,r546582,美味燒味工房,Canton Roast,"['Guangdong', 'Hong Kong Style', 'Chinese BBQ', 'Dim Sum']",N/A,[],24,N/A,"['0', '0', '0']",$51-100,Mei Foo,Mei Foo,"G/F, Phase 4, Mei Foo Sun Chuen, 73 Broadway Road, Mei Foo",https://www.openrice.com/en/hongkong/r-canton-roast-mei-foo-hong-kong-style-chinese-bbq-r546582
94,-r20669,榮華餅家,Wing Wah,"['Hong Kong Style', 'Bakery', 'Chinese Cake']",N/A,[],17,N/A,"['0', '1', '0']",Below $50,Mei Foo,Mei Foo,"Shop 7, Mei Foo MTR Station, Mei Foo",https://www.openrice.com/en/hongkong/r-wing-wah-mei-foo-hong-kong-style-chinese-cake-r20669
95,r687117,聖安娜餅屋,Saint Honore Cake Shop,"['Hong Kong Style', 'Bakery']",N/A,[],12,N/A,"['0', '0', '0']",Below $50,Mei Foo,Mei Foo,"G/F, 1-11 Glee Path, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-saint-honore-cake-shop-mei-foo-hong-kong-style-bakery-r687117
96,r666261,大街美食,,"['Hong Kong Style', 'Snack Shop & Deli']",3,"['30', '30', '30', '20', '30']",33,6 Reviews,"['0', '1', '1']",Below $50,Mei Foo,Mei Foo,"Shop C, G/F, Stage 3, Mei Foo Sun Chuen, 23 Glee Path, Mei Foo",https://www.openrice.com/en/hongkong/r-%E5%A4%A7%E8%A1%97%E7%BE%8E%E9%A3%9F-mei-foo-hong-kong-style-r666261
97,r647208,一粥麵,Super Super Congee & Noodle,"['Hong Kong Style', 'Noodles/Rice Noodles', 'Congee', 'Fast Food']",3.5,"['30', '40', '30', '30', '30']",95,7 Reviews,"['0', '3', '1']",Below $50,Mei Foo,Mei Foo,"Shop G08, G/F, Manhattan Hill Plaza, 1 Po Lun Street, Mei Foo",https://www.openrice.com/en/hongkong/r-super-super-congee-noodle-mei-foo-hong-kong-style-congee-r647208
98,r763019,華御結,Hana-Musubi,"['Japanese', 'Sushi/Sashimi']",N/A,[],2,N/A,"['0', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop MEF-4, Mei Foo Station, MTR, Mei Foo",https://www.openrice.com/en/hongkong/r-hana-musubi-mei-foo-japanese-sushi-sashimi-r763019
99,r746059,萬事達小食,,"['Hong Kong Style', 'Snack Shop & Deli']",N/A,[],19,N/A,"['0', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop 50B6, 19-21 Glee Path, Mei Foo",https://www.openrice.com/en/hongkong/r-%E8%90%AC%E4%BA%8B%E9%81%94%E5%B0%8F%E9%A3%9F-mei-foo-hong-kong-style-r746059
100,r741374,聖安娜餅屋 (萬事達廣場),Saint Honore Cake Shop (Mount Sterling Mall),"['Hong Kong Style', 'Bakery']",N/A,[],6,N/A,"['0', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop N54-B2, G/F, Mount Sterling Mall, 10-16 Lai Wan Road, Mei Foo",https://www.openrice.com/en/hongkong/r-saint-honore-cake-shop-mei-foo-hong-kong-style-bakery-r741374
101,r714125,吉田食品超市,,['International'],N/A,[],5,N/A,"['0', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop 103A, 1/F, 85 Broadway Street, Mei Foo",https://www.openrice.com/en/hongkong/r-%E5%90%89%E7%94%B0%E9%A3%9F%E5%93%81%E8%B6%85%E5%B8%82-mei-foo-international-r714125
102,r692459,林記燒臘 (盈暉薈),,"['Hong Kong Style', 'Chinese BBQ']",N/A,[],7,N/A,"['0', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop G02, G/F, Nob Hill Square, 8 King Lai Path, Mei Foo",https://www.openrice.com/en/hongkong/r-%E6%9E%97%E8%A8%98%E7%87%92%E8%87%98-mei-foo-hong-kong-style-chinese-bbq-r692459
103,r608918,養和堂 (美孚新邨),Yeung Woo Tong (Mei Foo Sun Chuen),"['Guangdong', 'Herbal Tea']",N/A,[],68,N/A,"['0', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop 47A2, 11 Glee Path, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-yeung-woo-tong-mei-foo-guangdong-herbal-tea-r608918
104,r574295,名果店,Ming Fruit Shop,"['Hong Kong Style', 'Juice']",N/A,[],16,N/A,"['0', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop N54A2, G/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",https://www.openrice.com/en/hongkong/r-ming-fruit-shop-mei-foo-hong-kong-style-juice-r574295
105,r543255,鯉魚門紹香園合桃果子專門店 (美孚站),Walnut Shop (Mei Foo MTR Station),"['Hong Kong Style', 'Chinese Cake', 'Nostalgic']",N/A,[],38,N/A,"['0', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop MEF5, Mei Foo MTR Station, Mei Foo",https://www.openrice.com/en/hongkong/r-walnut-shop-mei-foo-hong-kong-style-chinese-cake-r543255
106,r536620,名果店,Ming Fruit Shop,"['Hong Kong Style', 'Juice', 'Salad']",N/A,[],24,N/A,"['0', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop 96A, G/F, Mei Foo Sun Chuen Stage 4, Mei Foo",https://www.openrice.com/en/hongkong/r-ming-fruit-shop-mei-foo-hong-kong-style-salad-r536620
107,r638807,匠心廚房,Passion & Craft Chinese Cuisine,"['Guangdong', 'Jingchuanhu', 'Meatless Menu', 'Stir-Fry']",4,"['40', '30', '40', '40', '30']",2431,63 Reviews,"['45', '7', '3']",$101-200,Mei Foo,Mei Foo,"Shop N9, G/F, 3A Nassau Street, Mei Foo Shun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-passion-craft-chinese-cuisine-mei-foo-jingchuanhu-meatless-menu-r638807
108,r703615,餸記潮食,,['Chiu Chow'],4.5,"['40', '30', '40', '40', '40']",67,9 Reviews,"['9', '0', '0']",$51-100,Mei Foo,Mei Foo,"Shop 6, G/F, Mei Foo Sun Chuen Phase 3, 74 Broadway Street, Mei Foo",https://www.openrice.com/en/hongkong/r-%E9%A4%B8%E8%A8%98%E6%BD%AE%E9%A3%9F-mei-foo-chiu-chow-r703615
109,y-r6097,聖安娜餅屋,Saint Honore Cake Shop,"['Hong Kong Style', 'Bakery']",3.5,"['30', '30', '30', '30', '30']",33,26 Reviews,"['10', '9', '2']",Below $50,Mei Foo,Mei Foo,"Shop 37, G/F, 5C1 Glee Path, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-saint-honore-cake-shop-mei-foo-hong-kong-style-bakery-r6097
110,-r11206,小男孩,Baby Blue Cafe & Bar,"['Dutch', 'Western Restaurant']",3.5,"['30', '40', '30', '30', '30']",62,53 Reviews,"['30', '13', '5']",$101-200,Mei Foo,Mei Foo,"Shops 212-216, Stage 4, Mei Foo Plaza, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-baby-blue-cafe-bar-mei-foo-dutch-r11206
111,-r11966,友樂亭(爐端燒居酒屋),Yu Raku Tei Japanese Restaurant,"['Japanese', 'Robatayaki', 'Sushi/Sashimi']",3.5,"['30', '30', '30', '30', '30']",106,34 Reviews,"['24', '4', '2']",$101-200,Mei Foo,Mei Foo,"Shop N9, G/F, 1-24 Nassau Road, Mei Foo",https://www.openrice.com/en/hongkong/r-yu-raku-tei-japanese-restaurant-mei-foo-japanese-robatayaki-r11966
112,-r26404,回味小館,,['Hong Kong Style'],2.5,"['20', '20', '20', '20', '20']",17,7 Reviews,"['1', '1', '5']",Below $50,Mei Foo,Mei Foo,"G/F, Shop 23B, Glee Path, Broadway Street, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-%E5%9B%9E%E5%91%B3%E5%B0%8F%E9%A4%A8-mei-foo-hong-kong-style-r26404
113,-r22803,万事迖小食,,['Hong Kong Style'],3.5,"['40', '30', '30', '30', '40']",13,5 Reviews,"['3', '2', '0']",N/A,Mei Foo,Mei Foo,美孚美孚新村萬事達廣場,https://www.openrice.com/en/hongkong/r-%E4%B8%87%E4%BA%8B%E8%BF%96%E5%B0%8F%E9%A3%9F-mei-foo-hong-kong-style-r22803
114,r765043,手作功夫茶,,"['Taiwan', 'Taiwanese Drink']",N/A,[],N/A,N/A,"['0', '0', '0']",Below $50,Mei Foo,Mei Foo,"Shop 50B-10, G/F, Mei Foo Sun Chuen Phase 2, 1 Glee Path, Mei Foo",https://www.openrice.com/en/hongkong/r-%E6%89%8B%E4%BD%9C%E5%8A%9F%E5%A4%AB%E8%8C%B6-mei-foo-taiwan-taiwanese-drink-r765043
115,r688087,PHI Coffee & Pancake,,"['Western', 'All Day Breakfast', 'Coffee Shop']",4,"['30', '40', '40', '40', '30']",5065,257 Reviews,"['191', '30', '15']",$51-100,Mei Foo,Mei Foo,"Shop 91A, G/F, Mei Foo Sun Chuen, 69-119 Broadway Street, Mei Foo",https://www.openrice.com/en/hongkong/r-phi-coffee-pancake-mei-foo-western-all-day-breakfast-r688087
116,r642918,正點心,,"['Guangdong', 'Dim Sum']",4.5,"['40', '40', '40', '40', '40']",2184,176 Reviews,"['151', '14', '3']",$101-200,Mei Foo,Mei Foo,"Shop N29A, G/F, 6 Humbert Street, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-%E6%AD%A3%E9%BB%9E%E5%BF%83-mei-foo-guangdong-dim-sum-r642918
117,r682112,美孚。友樂鮨,Yu Raku Sushi,['Japanese'],4.5,"['40', '40', '40', '40', '40']",854,84 Reviews,"['81', '1', '0']",$401-800,Mei Foo,Mei Foo,"G/F, 5 Nassau Street,Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-yu-raku-sushi-mei-foo-japanese-r682112
118,r483514,車輪餅小姐,Ms. Wheel Pie,"['Hong Kong Style', 'Japanese', 'Dessert', 'Snack Shop & Deli']",3.5,"['30', '30', '30', '30', '30']",7259,244 Reviews,"['123', '61', '14']",Below $50,Mei Foo,Mei Foo,"Shop 50B7, 19 Glee Path, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-ms-wheel-pie-mei-foo-hong-kong-style-dessert-r483514
119,r747642,PIZZA CASA by House of Joy,,"['Italian', 'Pizza']",4.5,"['40', '40', '40', '40', '40']",567,78 Reviews,"['77', '0', '1']",$101-200,Mei Foo,Mei Foo,"Block H, Jao Tsung-I Academy, 800 Castle Peak Road, Mei Foo",https://www.openrice.com/en/hongkong/r-pizza-casa-by-house-of-joy-mei-foo-italian-pizza-r747642
120,n-r8096,滄浪亭,Tsong Long Ting,"['Shanghai', 'Ramen', 'Stir-Fry']",3.5,"['40', '20', '30', '30', '30']",5347,184 Reviews,"['112', '27', '11']",Below $50,Mei Foo,Mei Foo,"Shop 65, Platform, Mei Foo Sun Chuen Stage 2, Mei Foo",https://www.openrice.com/en/hongkong/r-tsong-long-ting-mei-foo-shanghai-ramen-r8096
121,r599391,鮨德,Sushitoku,"['Japanese', 'Sushi/Sashimi', 'Omakase', 'Izakaya']",4,"['40', '40', '30', '40', '30']",2764,83 Reviews,"['53', '8', '2']",$201-400,Mei Foo,Mei Foo,"Shop 101A, 1/F, Manhattan Hill Tower, 1 Po Lun Street, Mei Foo",https://www.openrice.com/en/hongkong/r-sushitoku-mei-foo-japanese-omakase-r599391
122,r464741,賀喜 (美孚新邨),Gaki Japanese Restaurant (Mei Foo Sun Chuen),"['Japanese', 'Sushi/Sashimi', 'Udon', 'Skewer', 'Yoshoku']",4,"['40', '30', '40', '40', '30']",3261,161 Reviews,"['128', '13', '1']",$101-200,Mei Foo,Mei Foo,"Shop N2, G/F, 1-24 Nassau Street, Phase V Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-gaki-japanese-restaurant-mei-foo-japanese-udon-r464741
123,r702270,Hong Kong Burger (美孚新邨),,"['American', 'Pizza', 'Hamburger']",4.5,"['40', '30', '40', '40', '40']",948,47 Reviews,"['41', '1', '1']",$51-100,Mei Foo,Mei Foo,"Shop 74C, G/F, Mei Foo Sun Chuen Phase 3, 6-8 Glee Path, Mei Foo",https://www.openrice.com/en/hongkong/r-hong-kong-burger-mei-foo-american-pizza-r702270
124,r707867,八號草,RINK 8,['Western'],4.5,"['40', '40', '40', '40', '40']",1184,46 Reviews,"['39', '1', '0']",$101-200,Mei Foo,Mei Foo,"1/F, Bowling Center, Mei Foo Sun Chuen Stage 4 Shopping Centre, 77 Broadway Street, Mei Foo",https://www.openrice.com/en/hongkong/r-rink-8-mei-foo-western-r707867
125,r560921,Cafe 82,,"['Western', 'Coffee Shop']",4,"['30', '30', '40', '40', '30']",1553,43 Reviews,"['28', '6', '2']",$51-100,Mei Foo,Mei Foo,"Shop A, G/F, Mei Foo Sun Chuen, 2 Nassau Street, Mei Foo",https://www.openrice.com/en/hongkong/r-cafe-82-mei-foo-western-r560921
126,r600606,茶星人,E.Tea,"['Taiwan', 'Taiwanese Drink', 'Salt & Sugar Reduction Restaurant']",4,"['40', '40', '40', '40', '30']",686,54 Reviews,"['28', '6', '0']",Below $50,Mei Foo,Mei Foo,"Shop E2, G/F, 49 Glee Path, Mei Foo Sun Chuen Stage 2, Mei Foo",https://www.openrice.com/en/hongkong/r-e-tea-mei-foo-taiwan-taiwanese-drink-r600606
127,r521868,香港地,Hong Kong Day,"['Hong Kong Style', 'Tea Restaurant', 'Salt & Sugar Reduction Restaurant']",3.5,"['30', '30', '30', '30', '30']",807,92 Reviews,"['38', '15', '11']",$51-100,Mei Foo,Mei Foo,"Shop N10-12, G/F, Mei Foo Sun Chuen, 1-15, 2-24 Nassau Street, Mei Foo",https://www.openrice.com/en/hongkong/r-hong-kong-day-mei-foo-hong-kong-style-r521868
128,-r22799,甜品森林,Dessert Forest,"['Hong Kong Style', 'Dessert', 'Snack Shop & Deli', 'Sweets']",3.5,"['30', '30', '40', '30', '30']",1415,63 Reviews,"['41', '13', '3']",Below $50,Mei Foo,Mei Foo,"Shop N29C1, 2-8Humbert Street, Mei Foo Sun Chuen Stage 6, Mei Foo",https://www.openrice.com/en/hongkong/r-dessert-forest-mei-foo-hong-kong-style-dessert-r22799
129,r165646,Wolf Den Cafe,,"['International', 'Hamburger', 'All Day Breakfast', 'Coffee Shop']",3.5,"['30', '30', '30', '30', '20']",3763,101 Reviews,"['40', '29', '10']",$51-100,Mei Foo,Mei Foo,"G/F, No.1A Broadway,  Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-wolf-den-cafe-mei-foo-international-all-day-breakfast-r165646
130,r688087,PHI Coffee & Pancake,,"['Western', 'All Day Breakfast', 'Coffee Shop']",4,"['30', '40', '40', '40', '30']",5065,257 Reviews,"['191', '30', '15']",$51-100,Mei Foo,Mei Foo,"Shop 91A, G/F, Mei Foo Sun Chuen, 69-119 Broadway Street, Mei Foo",https://www.openrice.com/en/hongkong/r-phi-coffee-pancake-mei-foo-western-all-day-breakfast-r688087
131,r642918,正點心,,"['Guangdong', 'Dim Sum']",4.5,"['40', '40', '40', '40', '40']",2184,176 Reviews,"['151', '14', '3']",$101-200,Mei Foo,Mei Foo,"Shop N29A, G/F, 6 Humbert Street, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-%E6%AD%A3%E9%BB%9E%E5%BF%83-mei-foo-guangdong-dim-sum-r642918
132,r682112,美孚。友樂鮨,Yu Raku Sushi,['Japanese'],4.5,"['40', '40', '40', '40', '40']",854,84 Reviews,"['81', '1', '0']",$401-800,Mei Foo,Mei Foo,"G/F, 5 Nassau Street,Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-yu-raku-sushi-mei-foo-japanese-r682112
133,r483514,車輪餅小姐,Ms. Wheel Pie,"['Hong Kong Style', 'Japanese', 'Dessert', 'Snack Shop & Deli']",3.5,"['30', '30', '30', '30', '30']",7259,244 Reviews,"['123', '61', '14']",Below $50,Mei Foo,Mei Foo,"Shop 50B7, 19 Glee Path, Mei Foo Sun Chuen, Mei Foo",https://www.openrice.com/en/hongkong/r-ms-wheel-pie-mei-foo-hong-kong-style-dessert-r483514
134,r747642,PIZZA CASA by House of Joy,,"['Italian', 'Pizza']",4.5,"['40', '40', '40', '40', '40']",567,78 Reviews,"['77', '0', '1']",$101-200,Mei Foo,Mei Foo,"Block H, Jao Tsung-I Academy, 800 Castle Peak Road, Mei Foo",https://www.openrice.com/en/hongkong/r-pizza-casa-by-house-of-joy-mei-foo-italian-pizza-r747642
135,n-r8096,滄浪亭,Tsong Long Ting,"['Shanghai', 'Ramen', 'Stir-Fry']",3.5,"['40', '20', '30', '30', '30']",5347,184 Reviews,"['112', '27', '11']",Below $50,Mei Foo,Mei Foo,"Shop 65, Platform, Mei Foo Sun Chuen Stage 2, Mei Foo",https://www.openrice.com/en/hongkong/r-tsong-long-ting-mei-foo-shanghai-ramen-r8096
136,r599391,鮨德,Sushitoku,"['Japanese', 'Sushi/Sashimi', 'Omakase', 'Izakaya']",4,"['40', '40', '30', '40', '30']",2764,83 Reviews,"['53', '8', '2']",$201-400,Mei Foo,Mei Foo,"Shop 101A, 1/F, Manhattan Hill Tower, 1 Po Lun Street, Mei Foo",https://www.openrice.com/en/hongkong/r-sushitoku-mei-foo-japanese-omakase-r599391
